branch,run_at,git_commit,chain_id,group,item,value
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,measurement conditions (C-14),cpu,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,measurement conditions (C-14),cpuCores,8
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,measurement conditions (C-14),ramGB,8
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,measurement conditions (C-14),os,Windows_NT 10.0.26200
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,measurement conditions (C-14),nodeVersion,v22.13.0
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,measurement conditions (C-14),iterations,1
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,measurement conditions (C-14),k,13
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,measurement conditions (C-14),curve,BN254 (Fr)
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,measurement conditions (C-14),provingSystem,"KZG-SHPLONK (snark-verifier-sdk) - trusted setup from the constant seed ChaCha20Rng::from_seed([42u8; 32]), NOT a ceremony"
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,measurement conditions (C-14),merkleDepth,9
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,measurement conditions (C-14),maxLeaves,512
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,limitations - NOT proven here,studentsInPool,500
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,limitations - NOT proven here,impact,"This run built 500 students in the pool. Even so, NONE of the 5 criteria measures ANONYMITY (the central claim of C1): the 5 criteria score replay prevention, readable state, verifiable state, ciphertext-only storage and private-witness secrecy - none of them asks whether an observer can tell who withdrew. Anonymity evidence lives in table B, condition R1 of THIS SAME RUN (`-B-riengtu.csv`): `anonymitySetFromChain`, `distinctRecipients` and `distinctAmounts`, all counted from on-chain events. - The anonymity set is an UPPER BOUND and holds ONLY because the contract enforces one denomination (V1(b)); with mixed amounts it does not."
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,limitations - NOT proven here,runCount,1
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,limitations - NOT proven here,notForPerformance,These numbers are a single sample with no standard deviation. Official performance numbers belong to sections 6/7.
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,limitations - NOT proven here,amountAndRecipientArePublic,"The Withdraw event emits `recipient` and `amount` in clear. The system hides the LINK between a payout and a note, not the payout itself."
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,limitations - NOT proven here,unobservabilityNotClaimed,"ISO/IEC 15408-2 FPR_UNO.1 (unobservability) is NOT met and CANNOT be met by design: withdrawals are public events. This is the deliberate trade-off that produces criterion 2a. Do not present it as a defect, and do not cite FPR_UNO.4 in support of transparency - its wording says `authorized user`, which is the opposite axis."
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,limitations - NOT proven here,collusionOutOfScope,"ISO/IEC 15408-2 FPR_UNL.1 (Annex I.4.2.2) requires unlinkability against COOPERATING users. That condition (R5) was taken OUT OF SCOPE on 2026-09-05: it is an EXAMPLE in a CC annex rather than a core requirement, and with only a few withdrawers the anonymity set barely shrinks. Closing it needs a reference threshold that has not been found yet (gap T5-D). It is NOT pending work and NO measurement of it exists - do not cite one."
on-chain (ONC),2026-09-12T23:03:03.358Z,626c13cbbf5eb4bf826533308ffc7bb9744195de,1337,limitations - NOT proven here,standardsBoundary,"Criteria 1, 3 and 4 are NOT graded against any external standard - they are properties of this system's own mechanisms and the experiment proves them directly. Criterion 2a borrows ISO/IEC 15408-2 FAU_SAR.1 only to name the `read` axis; criterion 2b takes its definition from NIST IR 8202 s4 p.18 because no Common Criteria component covers `any third party verifies ledger state without trusting the operator`."
